ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,FacilityName,ActivityType,ManagedBy,Ward,Address,Postcode
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Street Lane Recreation Ground,Senior,Parks and Countryside,,,LS27 7JB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Swarcliffe Drive Playground,Playground,Parks and Countryside,Cross Gates & Whinmoor,Swarcliffe Drive,LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Swillington Club P.O.,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Swinnow Moor Playground,Playground,Parks and Countryside,Pudsey,"Swinnow Lane, Bramley",LS13 
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tarnfield Park,Playground,Parks and Countryside,Otley & Yeadon,Dam Lane Yeadon Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Tarnfield Park, Yeadon",Bowling Green,Parks and Countryside,Otley & Yeadon,Dam Lane Yeadon Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Playground,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Junior (9v9),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Junior (9v9),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Junior (9v9),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Senior,Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Mini (7v7),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Mini (5v5),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Temple Newsam Estate,Mini (7v7),Parks and Countryside,Temple Newsam,Temple Newsam Estate,LS15 0AD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tennant Hall Junior,Playground,Parks and Countryside,Hyde Park & Woodhouse,"Blackman Lane, Leeds",LS2
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tennant Hall MUGA,Ball Park Area,Parks and Countryside,Hyde Park & Woodhouse,"Blackman Lane, Leeds",LS2
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tennant Hall Senior,Playground,Parks and Countryside,Hyde Park & Woodhouse,Blackman Lane Leeds,LS2
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Bumps,Playground,Parks and Countryside,Roundhay,"West Park Avenue,",LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Ings Wetherby,Senior,Parks and Countryside,,,LS22 5FN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Ings Wetherby,Mini (7v7),Parks and Countryside,,,LS22 5FN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Ings Wetherby,Mini (7v7),Parks and Countryside,,,LS22 5FN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Ings Wetherby,Junior (9v9),Parks and Countryside,,,LS22 5FN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Ings Wetherby,Junior (9v9),Parks and Countryside,,,LS22 5FN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Rein,Playground,Parks and Countryside,Killingbeck & Seacroft,"Seacroft, Leeds",LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,The Rein,Senior,Parks and Countryside,,,LS14 1BT
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Throstle Recreation Ground,Teen Zone,Parks and Countryside,Middleton Park,Throstle Road Leeds,LS10 4JA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Throstle Recreation Ground,Senior,Parks and Countryside,Middleton Park,Throstle Road Leeds,LS10 4JA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Throstle Recreation Ground,Junior (9v9),Parks and Countryside,Middleton Park,Throstle Road Leeds,LS10 4JA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tingley Common / Crescent,Playground,Parks and Countryside,Morley South,"Tingley Crescent, Tingley",
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tinshill Recreation Ground,Senior,Parks and Countryside,,,LS16 6BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tinshill Recreation Ground,Senior,Parks and Countryside,,,LS16 6BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tinshill Recreation Ground,Senior,Parks and Countryside,,,LS16 6BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tinshill Recreation Ground,Senior,Parks and Countryside,,,LS16 6BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tinshill Recreation Ground,Senior,Parks and Countryside,,,LS16 6BX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Torre Mount Play Area,Playground,Parks and Countryside,Burmantofts & Richmond Hill,Torre Mount Burmantofts Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Torre Pocket Park, Ball Area",Ball Park Area,Parks and Countryside,Burmantofts & Richmond Hill,"Torre Mount, Burmantofts Ball Park",LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Trentham Street,Playground,Parks and Countryside,City & Hunslet,Trentham Street Leeds,LS11
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Trentham Street Ball Park,Ball Park Area,Parks and Countryside,City & Hunslet,Trentham Street Leeds,LS11
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tunstall Road,Playground,Parks and Countryside,City & Hunslet,Leeds,LS11
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tyersal Park,Bowling Green,Parks and Countryside,Pudsey,Tyersal Road,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tyersal Park,Senior,Parks and Countryside,,,BD4 8EY
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Tyersal Recreation Ground,Playground,Parks and Countryside,Pudsey,Tyersal  Leeds,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Vandicourt Play Area,Playground,Parks and Countryside,,Micklefield,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Victoria Park,Playground,Parks and Countryside,Calverley & Farsley,"Chapel Street, Calverley, Leeds",LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wellcroft Park,Playground,Parks and Countryside,Otley & Yeadon,"Otley, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,West Park Playing Fields,Senior,Parks and Countryside,,,LS16 5EJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,West Park Playing Fields,Senior,Parks and Countryside,,,LS16 5EJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Western Flatts Park,Ball Park Area,Parks and Countryside,Farnley & Wortley,Green Hill Lane Leeds,LS12 4HG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Western Flatts Park,Bowling Green,Parks and Countryside,Farnley & Wortley,"Green Hill Lane, Leeds",LS12 4HG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Western Flatts Park,Playground,Parks and Countryside,Farnley & Wortley,"Green Hill Lane, Leeds",LS12 4HG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Western Flatts Park,Senior,Parks and Countryside,Farnley & Wortley,"Green Hill Lane, Leeds",LS12 4HG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Western Flatts Park,Senior,Parks and Countryside,Farnley & Wortley,"Green Hill Lane, Leeds",LS12 4HG
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Weston Drive Park,Playground,Parks and Countryside,Otley & Yeadon,"Otley, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Westroyd Park,Bowling Green,Parks and Countryside,Calverley & Farsley,Parkside Road,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wetherby Sandringham Road,Playground,Parks and Countryside,Wetherby,"Sandringham Road, Wetherby",LS22
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wetherby Scour Bank,Playground,Town Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wharfemeadows ,Bowling Green,Parks and Countryside,Otley & Yeadon,"Farnley Lane, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wharfemeadows Park,Playground,Parks and Countryside,Otley & Yeadon,"Farnley Lane, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wharfemeadows Skateboard,Skateboard Park,Parks and Countryside,Otley & Yeadon,"Farnley Lane, Otley",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Whinmoor Park,Bowling Green,Parks and Countryside,,Hebden Approach,LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Whinmoor Way,Ball Park Area,Parks and Countryside,Cross Gates & Whinmoor,Whinmoor Way,LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Whitelands,Senior ,,,,LS19 6BU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wide Lane Payground,Playground,Parks and Countryside,Morley South,Wide Lane Morley Leeds,LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Windmill Road Recreation Ground,Playground,Parks and Countryside,Middleton Park,"Belle Isle, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Winthorpe Avenue,Playground,Parks and Countryside,Ardsley & Robin Hood,"Winthorpe Ave, Middleton, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wolseley Road,Playground,Parks and Countryside,Kirkstall,"Kirkstall, Leeds",LS4
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Wood Lane Recreation Ground Tz,Teen Zone,Parks and Countryside,Rothwell,"Manor Road, Rothwell, Leeds",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodhouse Moor,Playground,Parks and Countryside,Hyde Park & Woodhouse,"Hyde Park Road, Leeds",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodhouse Moor ,Bowling Green,Parks and Countryside,Hyde Park & Woodhouse,Hyde Park Road Leeds,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodhouse Moor Ball Park,Ball Park Area,Parks and Countryside,Hyde Park & Woodhouse,Hyde Park Road Leeds,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodhouse Moor Skateboard,Skateboard Park,Parks and Countryside,Hyde Park & Woodhouse,Hyde Road,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodlesford Park,Bowling Green,Parks and Countryside,Rothwell,Airedale Road Leeds,LS26 8NL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodlesford Park,Senior,Parks and Countryside,Rothwell,Airedale Road Leeds,LS26 8NL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Woodside Recreation Ground,Bowling Green,Parks and Countryside,,Low Lane,LS18 4DD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,York Road / South Parkway,Senior,Parks and Countryside,,,LS14 6HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,York Road / South Parkway,Senior,Parks and Countryside,,,LS14 6HA
